"text_entry","spec","spore_type","measure_orig","Dim1","Dim2","Dim3","Dim4","Dim5"
"Ascospores multiseriate, overlapping, colorless, guttulate, thin-walled, straight to curved, obovoid with obtuse ends, widest near apex, medianly 1-septate, not constricted at septum, tapering more prominently toward base (10-)11-12(-13) x (2.5-)3-3.5 µm.","Mycosphaerella suttonii_110450_9582","Ascospores","(10-)11-12(-13) x (2.5-)3-3.5",11.5,3,NA,NA,NA
"Ascospores dark brown, unicellular, ellipsoid-inequilateral, with narrowly to broadly rounded ends sometimes pinched, smooth, (35.5-)36-50 x (8-)8.5-16 µm,","Kretzschmaria curvirima_204718_30736","Ascospores","(35.5-)36-50 x (8-)8.5-16",36,8.5,NA,NA,NA
"Ascospores uniseriate, dark brown to black, narrowly ellipsoid to fusiform, sides inequilateral, apices acute, with a longitudinal furrow which is sometimes indistinct, 26-40 x 6-13 µm.","Stromatosphaeria deusta_155953_14332","Ascospores","26-40 x 6-13",33,9.5,NA,NA,NA
"Ascospores uniseriate, dark brown to black, narrowly ellipsoid to fusiform, sides inequilateral, apices acute, with a longitudinal furrow which is sometimes indistinct, 26-40 x 6-13 µm.","Discosphaera deusta_155954_14332","Ascospores","26-40 x 6-13",33,9.5,NA,NA,NA
"Ascospores ellipsoid-inequilateral, brown, unicellular, smooth, 12-14.5 x 4-5 µm,","Hypoxylon allantoideum_228753_33188","Ascospores","12-14.5 x 4-5",13.25,4.5,NA,NA,NA
"Ascospores ellipsoidinequilateral, very dark brown, unicellular, smooth, 22-28 x 7-10 µm,","Hypoxylon anisopleuron_204726_33189","Ascospores","22-28 x 7-10",25,8.5,NA,NA,NA
"Ascospores ellipsoid-inequilateral with abrupt pinched ends, dark brown, unicellular, smooth, 28-38 x 7-9 µm,","Hypoxylon comosum_204728_33190","Ascospores","28-38 x 7-9",33,8,NA,NA,NA
"Ascospores ellipsoid-inequilateral, dark olive brown, unicellular, smooth, 8.5-11 x 4-5 µm,","Hypoxylon cubense_204730_33191","Ascospores","8.5-11 x 4-5",9.75,4.5,NA,NA,NA
"Ascospores minute, (5-)6-9(-11) x 1.5 µm","Diatrype verruciformis_143262_40665","Ascospores","(5-)6-9(-11) x 1.5",7.5,1.5,NA,NA,NA
"Ascospores fusiform, 1-septate, constricted at the septum, cells equal in size, olivaceous-brown, smooth, (13.0-)14.2-15.6(-17.0) x 4.7-6.2(-7.0) µm.","Polycoccum peltigerae_42298_18783","Ascospores","(13.0-)14.2-15.6(-17.0) x 4.7-6.2(-7.0)",14.9,6.2,NA,NA,NA
"ascospores growing rather fast and attaining 35 mm diam on cherry decoction agar (CDA), 37 mm on both oatmeal (OA) and malt extract agar (MEA) and 41 mm on potato-dextrose agar (PDA) in 8 days at 20°C in day light, brown or blackish brown when old on CDA, paler and more orange-brown on the other media mentioned, immediately turning deep green with NaOH or KOH. Aerial mycelium very thin or lacking, or in very local rust-brown tufts, composed of single or fasciculate, 2-6(-8.5) µm","Polycoccum peltigerae_42298_18784","ascospores","2-6(-8.5)",6,NA,NA,NA,NA
"ascospores 1-septate, 14-20 x 6-8(-9) µm(n","Polycoccum pulvinatum_205883_63509","ascospores","14-20 x 6-8(-9)",17,8,NA,NA,NA
"Ascospores oblong to ellipsoidal, (5-)6-7 x 1.5-2 µm","Calosphaeria barbirostris_318272_24224","Ascospores","(5-)6-7 x 1.5-2",6,1.75,NA,NA,NA
"ascospores and from young aerial mycelium, 4-5 x 1-1.5 µm,","Calosphaeria barbirostris_318272_24225","ascospores","4-5 x 1-1.5",4.5,1.25,NA,NA,NA
"Ascospores arranged biseriately, 10,5-14 x 3,5-4,5 (-5,5) µm,","Polystigma rubrum subsp. rubrum_204801_18570","Ascospores","10,5-14 x 3,5-4,5 (-5,5)",12.25,4.5,NA,NA,NA
"Ascospores reniform to allantoid, 9.0-12.0 x 2.0-4.0 µm,","Bulbothrix tuskiformis_204934_38475","Ascospores","9.0-12.0 x 2.0-4.0",10.5,3,NA,NA,NA
"Ascospores 19-21 x 8.5-9 µm,","Naufragella delmarensis_204972_45630","Ascospores","19-21 x 8.5-9",20,8.75,NA,NA,NA
"Ascospores hyaline, transversely 3-septate, fusiform, +- curved, 25-30 x 3-5 µm,","Syncesia farinacea_195418_60878","Ascospores","25-30 x 3-5",27.5,4,NA,NA,NA
"Ascospores arranged usually obliquely uniseriately, 15,5-19 x 8,5-11 µm","Stigmatula astragali_203131_18571","Ascospores","15,5-19 x 8,5-11",17.25,9.75,NA,NA,NA
"Ascospores bi-to triseriate, overlapping, colorless, guttulate, thin-walled, straight to slightly curved, obovoid with an obtuse base and rounded apex, widest near apex, medianly 1-septate, not constricted at septum, tapering toward both ends, but more prominently toward base (11-)12-14(-15) x 3-3.5(-4) µm.","Mycosphaerella colombiensis_205165_9554","Ascospores","(11-)12-14(-15) x 3-3.5(-4)",13,3.5,NA,NA,NA
"Ascospores bi-to triseriate, overlapping, colorless, guttulate, thin-walled, straight, fusoid-ellipsoidal with obtuse ends, widest in middle of apical cell, medianly 1-septate, not constricted at septum, tapering toward both ends, but with more prominent taper toward base, (8-)9-10(-11) x (2-)2.5-3 µm.","Mycosphaerella endophytica_205166_9560","Ascospores","(8-)9-10(-11) x (2-)2.5-3",9.5,2.5,NA,NA,NA
"Ascospores tri-to multiseriate, overlapping, colorless, guttulate, thin-walled, straight to slightly curved, fusoid-ellipsoidal with an obtuse basal and subobtuse apical end, widest in middle of apical cell, medianly 1-septate, not constricted at septum, tapering toward both ends, but more prominently toward base, (9-)10-12(-13) x (2-)2.5-3 µm.","Mycosphaerella flexuosa_205168_9562","Ascospores","(9-)10-12(-13) x (2-)2.5-3",11,2.5,NA,NA,NA
"Ascospores tri-to multiseriate, overlapping, colorless, guttulate, thin-walled, straight, fusoid-ellipsoidal with obtuse base and subobtuse apex, widest in middle of apical cell, medianly 1-septate, not constricted at septum, tapering toward both ends, but with more prominent taper toward base (7-)8-9(-11) x 2.5-3 µm.","Mycosphaerella keniensis_205169_9570","Ascospores","(7-)8-9(-11) x 2.5-3",8.5,2.75,NA,NA,NA
"Ascospores multiseriate, overlapping, colorless, guttulate, thin-walled, straight to slightly curved, fusoid-ellipsoidal, base obtuse, apex subobtuse, widest above middle of apical cell, unequally 1-septate, not constricted at septum, tapering toward both ends, but with slightly more so toward base (22-)23-25(-30) x 3.5-4(-5) µm,","Mycosphaerella longibasalis_205170_9573","Ascospores","(22-)23-25(-30) x 3.5-4(-5)",24,4,NA,NA,NA
"Ascospores bi-to triseriate, overlapping, colorless to olivaceous, guttulate, smooth to verruculose, thick-walled, straight to slightly curved, fusoid-ellipsoidal with obtuse ends, widest in middle of the apical cell, medianly 1-septate, not to slightly constricted at septum, tapering toward both ends, but more so toward base (15-)17-22(-24) x (5-)5.5-6(-7) µm.","Mycosphaerella mexicana_58510_9576","Ascospores","(15-)17-22(-24) x (5-)5.5-6(-7)",19.5,5.75,NA,NA,NA
"ascospores and the following morphological features: Pseudothecia amphigenous, separate to aggregated, black, subepidermal, becoming erumpent, up to 150 µm","Didymella mycopappi_138921_9624","ascospores","150",150,NA,NA,NA,NA
"Ascospores bi-to triseriate, overlapping, colorless, guttulate, thick-walled, straight, fusoid-ellipsoidal with obtuse ends, widest in middle of apical cell, medianly 1-septate, not to slightly constricted at septum, tapering toward both ends, but more prominently toward the base, (6-)7-8(-9) (1.5-)2-2.5 µm.","Didymella mycopappi_138921_9624","Ascospores","(6-)7-8(-9) (1.5-)2-2.5",9,NA,NA,NA,NA
"ascospores hyaline, simple, broadly ellipsoid to ovoid, 10-13 x 5.5-7 µm.","Lecidella tumidula_197086_71370","ascospores","10-13 x 5.5-7",11.5,6.25,NA,NA,NA
"Ascospores tri-to multiseriate, overlapping, colorless, guttulate, thin-walled, straight, fusoid-ellipsoidal with obtuse ends, widest in middle of apical cell, medianly 1-septate, not constricted at septum, tapering toward both apices, but with more prominent taper towards lower end (10-)11-12(-13) x  (2.5-)3(-4) µm.","Mycosphaerella tasmaniensis_114030_9584","Ascospores","(10-)11-12(-13) x (2.5-)3(-4)",11.5,3,NA,NA,NA
"Ascospores germinate from both ends, do not darken or distort at germination, and become constricted at the septum, (3-)4 µm","Mycosphaerella tasmaniensis_114030_9584","Ascospores","(3-)4",3.5,NA,NA,NA,NA
"Ascospores aggregated in the upper third of the ascus, hyaline, guttulate, fusoid with rounded ends, straight to slightly curved, (1-)3-6(-9)-septate, not constricted at the septa, (45-)65-75(-110)-(5-)6-7(-8) µm","Calonectria multiseptata_205510_9392","Ascospores","(45-)65-75(-110)-(5-)6-7(-8)",57.5,NA,NA,NA,NA
"Ascospores hat-shaped in side view, aseptate, hyaline, invested in a sheath, 4-5 x 1.8-3.5 µm","Ophiostoma aenigmaticum_48623_12432","Ascospores","4-5 x 1.8-3.5",4.5,2.65,NA,NA,NA
"Ascospores hat-shaped in side view, aseptate, hyaline, invested in a sheath, 4-5 x 1.8-3.5 µm","Leptographium aenigmaticum_48624_12213","Ascospores","4-5 x 1.8-3.5",4.5,2.65,NA,NA,NA
"Ascospores 5-6 X 3.5-4.5 µm,","Microascus brevicaulis_205610_28517","Ascospores","5-6 x 3.5-4.5",5.5,4,NA,NA,NA
"ascospores fusiform, hyaline, 3-septate, with slight constrictions at septa, second cell from above sometimes slightly enlarged, 14-18 x 3-5 µm;","Lyromma palmae_185915_61387","ascospores","14-18 x 3-5",16,4,NA,NA,NA
"Ascospores ellipsoid-inequilateral, brown, unicellular, smooth, 9-13 x 4-5.5 µm,","Hypoxylon ianthinovelutinum_307205_33193","Ascospores","9-13 x 4-5.5",11,4.75,NA,NA,NA
"Ascospores yellowish, allantoid, 6-10 µm","Hypoxylon operculatum_369153_33317","Ascospores","6-10",8,NA,NA,NA,NA
"Ascospores allantoid, hyaline to subhyaline (5-)5.5-7.5 x 1.5 µm","Hypoxylon operculatum_369153_40662","Ascospores","(5-)5.5-7.5 x 1.5",5.5,1.5,NA,NA,NA
"Ascospores monostichous, non-septate, dark brown. fusoid with one side flattened, 20-32 x 5-12 µm,","Hypoxylon polymorphum_222080_14327","Ascospores","20-32 x 5-12",26,8.5,NA,NA,NA
"Ascospores yellowish, allantoid, 6-10 µm","Hypoxylon stigma_321935_33317","Ascospores","6-10",8,NA,NA,NA,NA
"Ascospores allantoid, hyaline to subhyaline (5-)5.5-7.5 x 1.5 µm","Hypoxylon stigma_321935_40662","Ascospores","(5-)5.5-7.5 x 1.5",5.5,1.5,NA,NA,NA
"Ascospores hyaline, obovoid to oblong, equilateral to slightly inequilateral, apex acute to obtusely rounded, base generally acutely rounded, 1-septate at the middle, or slightly below, the upper cell distinctly wider than the lower cell, constricted at the septum, smooth, biseriate in the ascus, 13.5-16.5(-18) x 5.5-7 µm.","Sphaeria applanata_336500_13138","Ascospores","13.5-16.5(-18) x 5.5-7",16.5,6.25,NA,NA,NA
"Ascospores almost biseriate, slightly ellipsoid, wider in the middle, uniseptate, the upper cell broader than the lower cell, hyaline, 12-18 x 5-7 µm.","Sphaeria applanata_336500_15517","Ascospores","12-18 x 5-7",15,6,NA,NA,NA
"Ascospores 13-20 x 7-10 µm","Sphaeria livida_205867_17654","Ascospores","13-20 x 7-10",16.5,8.5,NA,NA,NA
"Ascospores +- distichous, fusiform with rounded ends, at maturity one-and finally three-septate, hyaline, thin-and smooth-walled, (10-)12-16 x 3.5-4.0(-4.5) µm,","Byssosphaeria innumera_158747_15063","Ascospores","(10-)12-16 x 3.5-4.0(-4.5)",12,4,NA,NA,NA
"Ascospores +- distichous, fusiform with rounded ends, at maturity one-and finally three-septate, hyaline, thin-and smooth-walled, (10-)12-16 x 3.5-4.0(-4.5) µm,","Lasiosphaeria innumera_158748_15063","Ascospores","(10-)12-16 x 3.5-4.0(-4.5)",12,4,NA,NA,NA
"Ascospores obliquely monostichous, fusiform, when young with a thick, refringent, chromophilic septum, hyaline, roughened, the cells separating at an early stage within the ascus, part spores 2.5-3.5(-4.5) x 2.0-2.5 µm,","Lasiosphaeria inaequalis_414273_15264","Ascospores","2.5-3.5(-4.5) x 2.0-2.5",3.5,2.25,NA,NA,NA
"Ascospores monostichous, fusiform, smooth-walled, 2-celled, when young with a thick, chromophilic septum, cells separating at maturity within the ascus (but somewhat less easily than in Chaet. inaequalis), part spores 3.0-4.0 x 2.2-2.7 µm,","Melanopsammella chloroconica_179216_15263","Ascospores","3.0-4.0 x 2.2-2.7",3.5,2.45,NA,NA,NA
"Ascospores brown to dark brown, unicellular, ellipsoid-inequilateral, with broadly rounded ends, (11.5-)12-14(-14.5) x 6-7.5 µm,","Hypoxylon crocopeplum_205927_58570","Ascospores","(11.5-)12-14(-14.5) x 6-7.5",13,6.75,NA,NA,NA
"ascospores (2-)3-5, ellipsoid-ovoid, 18-24 x 10-18 µm.","Alphitomorpha hyperici_414133_29186","ascospores","18-24 x 10-18",21,14,NA,NA,NA
"ascospores hyaline, filamentous, each with 8 septa, containing clusters of guttules at septa, disarticulating after ejection into four 1-septate units 28-43 x 0.6-0.7 µm.","Balansia brunnans_413438_17431","ascospores","28-43 x 0.6-0.7",35.5,0.65,NA,NA,NA
"Ascospores 15-22 x 7-9 µm,","Anthostomella aquatica_206104_59285","Ascospores","15-22 x 7-9",18.5,8,NA,NA,NA
"Ascospores ellipsoidal to oblong-ellipsoidal, typically tapering towards the ends, equally 1-septate, conspicuously warted, frequently with a larger wart at the tip, (16-)20.6-22.6-24.6(-32)-(4.6-)6-6.8-7.6(-9.4) µm","Bionectria apocyni_50803_21","Ascospores","(16-)20.6-22.6-24.6(-32)-(4.6-)6-6.8-7.6(-9.4)",18.3,NA,NA,NA,NA
"Ascospores ellipsoidal to oblong-ellipsoidal, spinulose to small-warted, (8.4-)11.2-12.4-13.4(-19.8)-(2.6-) 3.8-4.2-4.6(-7.4) µm","Bionectria byssicola_58624_30","Ascospores","(8.4-)11.2-12.4-13.4(-19.8)-(2.6-) 3.8-4.2-4.6(-7.4)",11.2,NA,NA,NA,NA
"Ascospores ellipsoidal to oblong ellipsoidal, equally two-celled, not constricted or with age slightly constricted at the septum, (7.4-)9.4-10-10.8(-14.4)-(2.2-)3-3.4-3.6(-4.8) µm","Bionectria ochroleuca_52961_32","Ascospores","(7.4-)9.4-10-10.8(-14.4)-(2.2-)3-3.4-3.6(-4.8)",8.3,NA,NA,NA,NA
"Ascospores (3-)3.5-5(-5.5) µm","Nectria gynophila_206397_40686","Ascospores","(3-)3.5-5(-5.5)",4.25,NA,NA,NA,NA
"ascospores hyaline, needle-shaped, 5-6 (-8)-septate, with one attenuate end, curved, 30-47 x 2-3 µm.","Ropalospora phaeoplaca_194926_60779","ascospores","30-47 x 2-3",38.5,2.5,NA,NA,NA
"Ascospores 7-9 x 4-5 µm,","Ticonectria perianthii_206599_40688","Ascospores","7-9 x 4-5",8,4.5,NA,NA,NA
"Ascospores oblong to ellipsoidal, (5-)6-7 x 1.5-2 µm","Wegelina barbirostris_143421_24224","Ascospores","(5-)6-7 x 1.5-2",6,1.75,NA,NA,NA
"ascospores and from young aerial mycelium, 4-5 x 1-1.5 µm,","Wegelina barbirostris_143421_24225","ascospores","4-5 x 1-1.5",4.5,1.25,NA,NA,NA
"Ascospores 16-25 x 7.5-10 µm","Clethridium massarinum_5583_50117","Ascospores","16-25 x 7.5-10",20.5,8.75,NA,NA,NA
"ascospores are ellipsoidal, often with a single central septum but two other septa may develop later, one on each side of the original; they measure 10-17 x 3,5-4,5 µm.","Monographella nivalis var. nivalis_11529_14280","ascospores","10-17 x 3,5-4,5",13.5,4,NA,NA,NA
"ascospores uniseriate with overlapping ends. Ascospores fusiform, 26.7-30.0-33.4 x 4.9-5.9-6.8 µm,","Byssonectria australis_44970_23947","ascospores","26.7-30.0-33.4 x 4.9-5.9-6.8",30,5.9,NA,NA,NA
"Ascospores fusiform, 26.7-30.0-33.4 x 4.9-5.9-6.8 µm,","Byssonectria australis_44970_23947","Ascospores","26.7-30.0-33.4 x 4.9-5.9-6.8",30,5.9,NA,NA,NA
"Ascospores biseriate, hyaline, ellipsoidal, sometimes slightly curved, ends rounded, mature spores 3-septate, not constricted at the septum, 15-22 x 3-5 µm.","Crumenula abietina_7047_14341","Ascospores","15-22 x 3-5",18.5,4,NA,NA,NA
"Ascospores irregularly biseriate in the ascus, hyaline, 1-septate, not or very slightly constricted at the septum, elliptic, usually straight, rounded at the ends, 7-12 x 3-5,5 µm.","Endothia gyrosa var. parasitica_34565_15484","Ascospores","7-12 x 3-5,5",9.5,4.25,NA,NA,NA
"Ascospores (Fig. 9j) hyaline, verruculose; distal part subglobose, (3.7-)5.0-6.5(-8.0) x (3.7-)4.7-6.2(-7.7) µm","Trichoderma vinosum_35350_15876","Ascospores","(3.7-)5.0-6.5(-8.0) x (3.7-)4.7-6.2(-7.7)",5.75,5.45,NA,NA,NA
"Ascospores  punctate-reticulate by SEM, globose to subglobose, 2.8-3.2 µm,","Auxarthron filamentosum_413447_68345","Ascospores","2.8-3.2",3,NA,NA,NA,NA
"ascospores uniseriate to partially biseriate. Ascospores ellipsoid to fusiform, 10-16 x 5.5-7.5 µm,","Neonectria viridispora_52513_17879","ascospores","10-16 x 5.5-7.5",13,6.5,NA,NA,NA
"Ascospores ellipsoid to fusiform, 10-16 x 5.5-7.5 µm,","Neonectria viridispora_52513_17879","Ascospores","10-16 x 5.5-7.5",13,6.5,NA,NA,NA
"ascospores are sharply fusoid, sometimes sigmoid, becoming short-clavate, slightly flattened on one side, early 3-transeptate (4-segmented) when longitudinal septa are formed, then 5-transeptate and remaining so for practically all spores seen; forming a single longitudinal septum through each of the 2 original central segments and rarely but definitely a second one longitudinally through either the upper central segment or the lower one (not seen in both concurrently); sometimes (uncommonly) forming a single vertical or oblique septum in the distal quarter of the mature ascospore; at full development, yellow-brown becoming gold-brown, with darker walls and septa (initial median septum often appearing weak and almost hyaline), 19-22 x 7-8 µm,","Sphaeria infectoria_146156_27990","ascospores",")19-22 x 7-8",20.5,7.5,NA,NA,NA
"ascospores arranged in uniseriate manner, cylindrical, 73-82 µm","Xylaria diminuta_206738_66830","ascospores","73-82",77.5,NA,NA,NA,NA
"Ascospores brownish or brown, ellipsoid-inequilateral, smooth, (5.5-)6-8 x 3-3.5(-4) µm,","Xylaria diminuta_206738_66830","Ascospores","(5.5-)6-8 x 3-3.5(-4)",6,3.5,NA,NA,NA
"Ascospores (66-)70-85(-90) x 3-3.5(-4) µm","Acanthostigmina scopula_115376_17904","Ascospores","(66-)70-85(-90) x 3-3.5(-4)",77.5,3.5,NA,NA,NA
"Ascospores aggregated in the upper third of the ascus, hyaline, guttulate, fusoid with rounded ends, slightly curved, sigmoid, 1-3(-7)-septate, not constricted at the septum, (35-)55-70(-90)-(4-)5-6 µm","Calonectria ovata_206981_9394","Ascospores","(35-)55-70(-90)-(4-)5-6",90,NA,NA,NA,NA
"Ascospores 17-22 x 4 µm,","Tamsiniella labiosa_376821_59289","Ascospores","17-22 x 4",19.5,4,NA,NA,NA
"Ascospores uniseriate, ellipsoid to subspherical, 7-12 x 6-8 µm,","Botryosphaeria miconiae_158875_22100","Ascospores","7-12 x 6-8",9.5,7,NA,NA,NA
"Ascospores uniseriate, ellipsoid to subspherical, 7-12 x 6-8 µm,","Phyllachora miconiae_158876_22100","Ascospores","7-12 x 6-8",9.5,7,NA,NA,NA
"Ascospores borne in a fascicle, sometimes helically arranged, cylindrical, tapering towards the base, 60-80 x 1,5-2,5 µm,","Polystigma acerinum_151255_15587","Ascospores","60-80 x 1,5-2,5",70,2,NA,NA,NA
"Ascospores yellowish to olivaceous, ellipsoid, 11-15 x 4-6 µm,","Polystigma betulinum_161705_13269","Ascospores","11-15 x 4-6",13,5,NA,NA,NA
"Ascospores distichous in the ascus, elliptic-cylindric, septate towards the upper end of the spore, not or very slightly constricted at the septum, initially hyaline becoming yellowish to olivaceous when mature, 10-15 x 4-6 µm.","Polystigma betulinum_161705_26501","Ascospores","10-15 x 4-6",12.5,5,NA,NA,NA
"Ascospores hyaline to pale brown, obovate, 1-septate, straight or inaequilateral, 22-26 x 6-7,5 µm.","Polystigma trifolii_416410_14357","Ascospores","22-26 x 6-7,5",24,6.75,NA,NA,NA
"Ascospores hyaline, obovate, straight, or inequilateral, 22-27 x 67.5 µm.","Polystigma trifolii_416410_26521","Ascospores","22-27 x 67.5",24.5,67.5,NA,NA,NA
"Ascospores are narrowly linear almost as long as the ascus and 1,5-2 µm","Stromatosphaeria typhina_410834_15388","Ascospores","1,5-2",1.75,NA,NA,NA,NA
"Ascospores arranged biseriately, 13,5-15,5 x 5,5-6,5 (-7) µm,","Hypocrea fulva_411249_18566","Ascospores","13,5-15,5 x 5,5-6,5 (-7)",14.5,6.5,NA,NA,NA
"Ascospores hyaline to faintly greenish hyaline, oblong to almost obovoid, 18-22 x 6-7 µm,","Saccothecium corni_148696_13344","Ascospores","18-22 x 6-7",20,6.5,NA,NA,NA
